season,round,driver_ref,constructor_ref,finishing_position,grid_position,status,points,fastest_lap_time,fastest_lap_number
2024,22,piastri,mclaren,7,8,Finished,6.0,1:36.598,44.0
2024,22,hulkenberg,haas,8,9,Finished,4.0,1:36.585,48.0
2024,22,tsunoda,rb,9,7,Finished,2.0,1:36.957,48.0
2024,22,perez,red_bull,10,15,Finished,1.0,1:36.326,42.0
2024,22,alonso,aston_martin,11,16,Finished,0.0,1:36.553,39.0
2024,22,kevin_magnussen,haas,12,12,Finished,0.0,1:36.557,49.0
2024,22,zhou,sauber,13,13,Finished,0.0,1:36.324,46.0
2024,22,colapinto,williams,14,20,Finished,0.0,1:36.867,37.0
2024,22,stroll,aston_martin,15,18,Finished,0.0,1:37.179,43.0
2024,22,lawson,rb,16,14,Finished,0.0,1:36.980,45.0
2024,22,ocon,alpine,17,11,Lapped,0.0,1:36.511,47.0
2024,22,bottas,sauber,18,19,Lapped,0.0,1:36.601,46.0
2024,22,albon,williams,19,17,Retired,0.0,1:38.008,21.0
2024,22,gasly,alpine,20,3,Retired,0.0,1:38.314,13.0
2024,23,max_verstappen,red_bull,1,2,Finished,25.0,1:22.905,55.0
2024,23,leclerc,ferrari,2,5,Finished,18.0,1:23.242,53.0
2024,23,piastri,mclaren,3,4,Finished,15.0,1:23.218,51.0
2024,23,russell,mercedes,4,1,Finished,12.0,1:23.355,50.0
2024,23,gasly,alpine,5,11,Finished,10.0,1:23.705,56.0
2024,23,sainz,ferrari,6,7,Finished,8.0,1:23.465,52.0
2024,23,alonso,aston_martin,7,8,Finished,6.0,1:23.667,57.0
2024,23,zhou,sauber,8,12,Finished,4.0,1:23.889,57.0
2024,23,kevin_magnussen,haas,9,10,Finished,2.0,1:24.259,55.0
2024,23,norris,mclaren,10,3,Finished,2.0,1:22.384,56.0
2024,23,bottas,sauber,11,13,Finished,0.0,1:25.533,53.0
2024,23,hamilton,mercedes,12,6,Finished,0.0,1:23.865,52.0
2024,23,tsunoda,rb,13,14,Finished,0.0,1:26.144,47.0
2024,23,lawson,rb,14,17,Finished,0.0,1:26.076,46.0
2024,23,albon,williams,15,16,Lapped,0.0,1:25.559,47.0
2024,23,hulkenberg,haas,16,18,Retired,0.0,1:25.767,33.0
2024,23,perez,red_bull,17,9,Retired,0.0,1:25.288,31.0
2024,23,stroll,aston_martin,18,15,Retired,0.0,1:30.935,6.0
2024,23,colapinto,williams,19,19,Retired,0.0,,
2024,23,ocon,alpine,20,20,Retired,0.0,,
2024,24,norris,mclaren,1,1,Finished,25.0,1:27.438,52.0
2024,24,sainz,ferrari,2,3,Finished,18.0,1:27.765,55.0
2024,24,leclerc,ferrari,3,19,Finished,15.0,1:28.018,51.0
2024,24,hamilton,mercedes,4,16,Finished,12.0,1:27.278,44.0
2024,24,russell,mercedes,5,6,Finished,10.0,1:28.195,56.0
2024,24,max_verstappen,red_bull,6,4,Finished,8.0,1:27.765,56.0
2024,24,gasly,alpine,7,5,Finished,6.0,1:29.251,30.0
2024,24,hulkenberg,haas,8,7,Finished,4.0,1:29.152,17.0
2024,24,alonso,aston_martin,9,8,Finished,2.0,1:27.948,51.0
2024,24,piastri,mclaren,10,2,Finished,1.0,1:27.690,51.0
2024,24,albon,williams,11,18,Lapped,0.0,1:29.438,46.0
2024,24,tsunoda,rb,12,11,Lapped,0.0,1:29.200,41.0
2024,24,zhou,sauber,13,15,Lapped,0.0,1:27.982,56.0
2024,24,stroll,aston_martin,14,13,Lapped,0.0,1:28.604,42.0
2024,24,doohan,alpine,15,17,Lapped,0.0,1:29.121,56.0
2024,24,kevin_magnussen,haas,16,14,Lapped,0.0,1:25.637,57.0
2024,24,lawson,rb,17,12,Finished,0.0,1:28.751,52.0
2024,24,bottas,sauber,18,9,Retired,0.0,1:29.482,14.0
2024,24,colapinto,williams,19,20,Retired,0.0,1:29.411,5.0
2024,24,perez,red_bull,20,10,Retired,0.0,,
