season,round,driver_ref,constructor_ref,finishing_position,grid_position,status,points,fastest_lap_time,fastest_lap_number
2024,2,stroll,aston_martin,19,10,Retired,0.0,1:35.560,5.0
2024,2,gasly,alpine,20,18,Retired,0.0,,
2024,3,sainz,ferrari,1,2,Finished,25.0,1:20.031,48.0
2024,3,leclerc,ferrari,2,4,Finished,19.0,1:19.813,56.0
2024,3,norris,mclaren,3,3,Finished,15.0,1:19.915,49.0
2024,3,piastri,mclaren,4,5,Finished,12.0,1:20.199,54.0
2024,3,perez,red_bull,5,6,Finished,10.0,1:20.388,47.0
2024,3,stroll,aston_martin,6,9,Finished,8.0,1:20.930,49.0
2024,3,tsunoda,rb,7,8,Finished,6.0,1:21.134,46.0
2024,3,alonso,aston_martin,8,10,Finished,4.0,1:20.493,52.0
2024,3,hulkenberg,haas,9,16,Finished,2.0,1:21.145,46.0
2024,3,kevin_magnussen,haas,10,14,Lapped,1.0,1:21.082,44.0
2024,3,albon,williams,11,12,Lapped,0.0,1:21.618,46.0
2024,3,ricciardo,rb,12,18,Lapped,0.0,1:21.239,46.0
2024,3,gasly,alpine,13,17,Lapped,0.0,1:21.090,51.0
2024,3,bottas,sauber,14,13,Lapped,0.0,1:21.422,48.0
2024,3,zhou,sauber,15,19,Lapped,0.0,1:21.327,49.0
2024,3,ocon,alpine,16,15,Lapped,0.0,1:21.354,45.0
2024,3,russell,mercedes,17,7,Finished,0.0,1:20.284,53.0
2024,3,hamilton,mercedes,18,11,Retired,0.0,1:22.444,11.0
2024,3,max_verstappen,red_bull,19,1,Retired,0.0,1:23.115,3.0
2024,4,max_verstappen,red_bull,1,1,Finished,26.0,1:33.706,50.0
2024,4,perez,red_bull,2,2,Finished,18.0,1:33.945,35.0
2024,4,sainz,ferrari,3,4,Finished,15.0,1:33.841,46.0
2024,4,leclerc,ferrari,4,8,Finished,12.0,1:35.044,53.0
2024,4,norris,mclaren,5,3,Finished,10.0,1:35.186,51.0
2024,4,alonso,aston_martin,6,5,Finished,8.0,1:34.726,53.0
2024,4,russell,mercedes,7,9,Finished,6.0,1:34.404,39.0
2024,4,piastri,mclaren,8,6,Finished,4.0,1:34.802,35.0
2024,4,hamilton,mercedes,9,7,Finished,2.0,1:33.952,41.0
2024,4,tsunoda,rb,10,10,Lapped,1.0,1:36.342,51.0
2024,4,hulkenberg,haas,11,12,Lapped,0.0,1:35.325,52.0
2024,4,stroll,aston_martin,12,16,Lapped,0.0,1:35.798,41.0
2024,4,kevin_magnussen,haas,13,18,Lapped,0.0,1:36.654,24.0
2024,4,bottas,sauber,14,13,Lapped,0.0,1:36.608,25.0
2024,4,ocon,alpine,15,15,Lapped,0.0,1:36.232,52.0
2024,4,gasly,alpine,16,17,Lapped,0.0,1:36.642,48.0
2024,4,sargeant,williams,17,19,Lapped,0.0,1:34.900,43.0
2024,4,zhou,sauber,18,20,Retired,0.0,1:37.160,9.0
2024,4,ricciardo,rb,19,11,Retired,0.0,,
2024,4,albon,williams,20,14,Retired,0.0,,
2024,5,max_verstappen,red_bull,1,1,Finished,25.0,1:38.406,33.0
2024,5,norris,mclaren,2,4,Finished,18.0,1:38.751,33.0
2024,5,perez,red_bull,3,2,Finished,15.0,1:39.388,33.0
2024,5,leclerc,ferrari,4,6,Finished,12.0,1:39.384,33.0
2024,5,sainz,ferrari,5,7,Finished,10.0,1:39.764,19.0
2024,5,russell,mercedes,6,8,Finished,8.0,1:40.112,39.0
2024,5,alonso,aston_martin,7,3,Finished,7.0,1:37.810,45.0
2024,5,piastri,mclaren,8,5,Finished,4.0,1:39.739,18.0
2024,5,hamilton,mercedes,9,18,Finished,2.0,1:40.835,34.0
2024,5,hulkenberg,haas,10,9,Finished,1.0,1:40.815,32.0
2024,5,ocon,alpine,11,13,Finished,0.0,1:40.937,33.0
2024,5,albon,williams,12,14,Finished,0.0,1:40.790,34.0
2024,5,gasly,alpine,13,15,Finished,0.0,1:39.198,40.0
2024,5,zhou,sauber,14,16,Finished,0.0,1:38.633,42.0
2024,5,stroll,aston_martin,15,11,Finished,0.0,1:39.444,37.0
2024,5,kevin_magnussen,haas,16,17,Finished,0.0,1:41.077,45.0
2024,5,sargeant,williams,17,20,Finished,0.0,1,14.0
2024,5,ricciardo,rb,18,12,Retired,0.0,1:40.994,16.0
2024,5,tsunoda,rb,19,19,Retired,0.0,1:41.593,11.0
2024,5,bottas,sauber,20,10,Retired,0.0,1:41.276,11.0
2024,6,norris,mclaren,1,5,Finished,25.0,1:30.980,55.0
2024,6,max_verstappen,red_bull,2,1,Finished,18.0,1:31.261,48.0
2024,6,leclerc,ferrari,3,2,Finished,15.0,1:31.084,56.0
2024,6,perez,red_bull,4,4,Finished,12.0,1:30.855,55.0
2024,6,sainz,ferrari,5,3,Finished,10.0,1:30.928,55.0
2024,6,hamilton,mercedes,6,8,Finished,8.0,1:31.233,54.0
2024,6,tsunoda,rb,7,10,Finished,6.0,1:31.682,55.0
2024,6,russell,mercedes,8,7,Finished,4.0,1:31.921,43.0
2024,6,alonso,aston_martin,9,15,Finished,2.0,1:31.727,55.0
2024,6,ocon,alpine,10,13,Finished,1.0,1:32.037,51.0
2024,6,hulkenberg,haas,11,9,Finished,0.0,1:31.941,56.0
2024,6,gasly,alpine,12,12,Finished,0.0,1:32.055,56.0
2024,6,piastri,mclaren,13,6,Finished,0.0,1:30.634,43.0
2024,6,zhou,sauber,14,19,Finished,0.0,1:31.991,56.0
2024,6,ricciardo,rb,15,20,Finished,0.0,1:32.122,57.0
2024,6,bottas,sauber,16,16,Finished,0.0,1:32.098,55.0
2024,6,stroll,aston_martin,17,11,Finished,0.0,1:31.588,57.0
2024,6,albon,williams,18,14,Finished,0.0,1:30.849,55.0
2024,6,kevin_magnussen,haas,19,18,Finished,0.0,1:31.774,33.0
2024,6,sargeant,williams,20,17,Retired,0.0,1:33.452,15.0
2024,7,max_verstappen,red_bull,1,1,Finished,25.0,1:20.366,38.0
2024,7,norris,mclaren,2,2,Finished,18.0,1:19.994,54.0
2024,7,leclerc,ferrari,3,3,Finished,15.0,1:19.935,27.0
2024,7,piastri,mclaren,4,5,Finished,12.0,1:19.907,25.0
2024,7,sainz,ferrari,5,4,Finished,10.0,1:20.220,63.0
2024,7,hamilton,mercedes,6,8,Finished,8.0,1:20.331,43.0
2024,7,russell,mercedes,7,6,Finished,7.0,1:18.589,54.0
2024,7,perez,red_bull,8,11,Finished,4.0,1:19.686,52.0
2024,7,stroll,aston_martin,9,13,Finished,2.0,1:20.570,58.0
2024,7,tsunoda,rb,10,7,Lapped,1.0,1:20.936,14.0
2024,7,hulkenberg,haas,11,10,Lapped,0.0,1:21.700,3.0
2024,7,kevin_magnussen,haas,12,18,Lapped,0.0,1:21.009,58.0
2024,7,ricciardo,rb,13,9,Lapped,0.0,1:21.569,13.0
2024,7,ocon,alpine,14,12,Lapped,0.0,1:21.304,37.0
2024,7,zhou,sauber,15,17,Lapped,0.0,1:21.016,37.0
2024,7,gasly,alpine,16,15,Lapped,0.0,1:21.371,10.0
2024,7,sargeant,williams,17,19,Lapped,0.0,1:21.229,55.0
2024,7,bottas,sauber,18,16,Lapped,0.0,1:21.455,11.0
2024,7,alonso,aston_martin,19,20,Lapped,0.0,1:19.004,62.0
2024,7,albon,williams,20,14,Retired,0.0,1:21.274,48.0
2024,8,leclerc,ferrari,1,1,Finished,25.0,1:15.162,71.0
2024,8,piastri,mclaren,2,2,Finished,18.0,1:16.281,73.0
2024,8,sainz,ferrari,3,3,Finished,15.0,1:14.726,62.0
2024,8,norris,mclaren,4,4,Finished,12.0,1:15.742,64.0
2024,8,russell,mercedes,5,5,Finished,10.0,1:15.228,73.0
2024,8,max_verstappen,red_bull,6,6,Finished,8.0,1:14.569,58.0
2024,8,hamilton,mercedes,7,7,Finished,7.0,1:14.165,63.0
2024,8,tsunoda,rb,8,8,Lapped,4.0,1:14.720,77.0
2024,8,albon,williams,9,9,Lapped,2.0,1:17.060,77.0
2024,8,gasly,alpine,10,10,Lapped,1.0,1:15.625,77.0
2024,8,alonso,aston_martin,11,14,Lapped,0.0,1:17.939,68.0
2024,8,ricciardo,rb,12,12,Lapped,0.0,1:17.172,46.0
2024,8,bottas,sauber,13,17,Lapped,0.0,1:16.561,17.0
2024,8,stroll,aston_martin,14,13,Lapped,0.0,1:16.710,59.0
2024,8,sargeant,williams,15,15,Lapped,0.0,1:15.525,62.0
2024,8,zhou,sauber,16,18,Lapped,0.0,1:14.718,75.0
2024,8,ocon,alpine,17,11,Retired,0.0,,
2024,8,perez,red_bull,18,16,Retired,0.0,,
2024,8,hulkenberg,haas,19,19,Retired,0.0,,
2024,8,kevin_magnussen,haas,20,20,Retired,0.0,,
2024,9,max_verstappen,red_bull,1,2,Finished,25.0,1:15.569,70.0
2024,9,norris,mclaren,2,3,Finished,18.0,1:15.558,67.0
2024,9,russell,mercedes,3,1,Finished,15.0,1:14.895,70.0
2024,9,hamilton,mercedes,4,7,Finished,13.0,1:14.856,70.0
2024,9,piastri,mclaren,5,4,Finished,10.0,1:16.247,65.0
2024,9,alonso,aston_martin,6,6,Finished,8.0,1:16.303,70.0
2024,9,stroll,aston_martin,7,9,Finished,6.0,1:16.762,70.0
2024,9,ricciardo,rb,8,5,Finished,4.0,1:17.076,68.0
2024,9,gasly,alpine,9,15,Finished,2.0,1:17.013,70.0
2024,9,ocon,alpine,10,18,Finished,1.0,1:17.012,70.0
2024,9,hulkenberg,haas,11,17,Finished,0.0,1:16.683,67.0
2024,9,kevin_magnussen,haas,12,14,Finished,0.0,1:16.499,68.0
2024,9,bottas,sauber,13,19,Finished,0.0,1:17.250,65.0
2024,9,tsunoda,rb,14,8,Finished,0.0,1:17.309,70.0
2024,9,zhou,sauber,15,20,Lapped,0.0,1:17.325,68.0
2024,9,sainz,ferrari,16,12,Retired,0.0,1:18.957,51.0
2024,9,albon,williams,17,10,Retired,0.0,1:19.359,51.0
2024,9,perez,red_bull,18,16,Retired,0.0,1:18.819,51.0
2024,9,leclerc,ferrari,19,11,Retired,0.0,1:26.012,39.0
2024,9,sargeant,williams,20,13,Retired,0.0,1:26.484,19.0
2024,10,max_verstappen,red_bull,1,2,Finished,25.0,1:17.776,54.0
2024,10,norris,mclaren,2,1,Finished,19.0,1:17.115,51.0
2024,10,hamilton,mercedes,3,3,Finished,15.0,1:17.809,46.0
2024,10,russell,mercedes,4,4,Finished,12.0,1:18.290,50.0
2024,10,leclerc,ferrari,5,5,Finished,10.0,1:17.897,52.0
2024,10,sainz,ferrari,6,6,Finished,8.0,1:18.539,39.0
2024,10,piastri,mclaren,7,9,Finished,6.0,1:17.874,56.0
2024,10,perez,red_bull,8,11,Finished,4.0,1:17.785,51.0
2024,10,gasly,alpine,9,7,Finished,2.0,1:19.045,51.0
2024,10,ocon,alpine,10,8,Finished,1.0,1:18.982,54.0
2024,10,hulkenberg,haas,11,13,Finished,0.0,1:18.609,49.0
2024,10,alonso,aston_martin,12,10,Lapped,0.0,1:18.334,50.0
2024,10,zhou,sauber,13,15,Lapped,0.0,1:18.771,50.0
2024,10,stroll,aston_martin,14,14,Lapped,0.0,1:19.318,50.0
2024,10,ricciardo,rb,15,18,Lapped,0.0,1:19.450,61.0
2024,10,bottas,sauber,16,12,Lapped,0.0,1:19.608,13.0
2024,10,kevin_magnussen,haas,17,16,Lapped,0.0,1:19.805,33.0
2024,10,albon,williams,18,20,Lapped,0.0,1:19.132,45.0
2024,10,tsunoda,rb,19,17,Lapped,0.0,1:19.447,56.0
2024,10,sargeant,williams,20,19,Lapped,0.0,1:20.172,38.0
2024,11,russell,mercedes,1,3,Finished,25.0,1:09.164,48.0
2024,11,piastri,mclaren,2,7,Finished,18.0,1:08.697,56.0
2024,11,sainz,ferrari,3,4,Finished,15.0,1:09.282,56.0
2024,11,hamilton,mercedes,4,5,Finished,12.0,1:09.562,61.0
2024,11,max_verstappen,red_bull,5,1,Finished,10.0,1:07.719,68.0
2024,11,hulkenberg,haas,6,9,Finished,8.0,1:10.215,51.0
2024,11,perez,red_bull,7,8,Finished,6.0,1:09.694,56.0
2024,11,kevin_magnussen,haas,8,12,Finished,4.0,1:10.125,45.0
2024,11,ricciardo,rb,9,11,Finished,2.0,1:10.426,49.0
2024,11,gasly,alpine,10,13,Finished,1.0,1:09.609,45.0
2024,11,leclerc,ferrari,11,6,Finished,0.0,1:09.584,55.0
2024,11,ocon,alpine,12,10,Finished,0.0,1:09.649,45.0
2024,11,stroll,aston_martin,13,17,Lapped,0.0,1:10.143,54.0
2024,11,tsunoda,rb,14,14,Lapped,0.0,1:10.318,54.0
2024,11,albon,williams,15,16,Lapped,0.0,1:10.364,41.0
2024,11,bottas,sauber,16,18,Lapped,0.0,1:10.449,48.0
2024,11,zhou,sauber,17,20,Lapped,0.0,1:10.470,54.0
2024,11,alonso,aston_martin,18,15,Lapped,0.0,1:07.694,70.0
2024,11,sargeant,williams,19,19,Lapped,0.0,1:10.406,60.0
2024,11,norris,mclaren,20,2,Lapped,0.0,1:08.016,53.0
2024,12,hamilton,mercedes,1,2,Finished,25.0,1:29.438,45.0
2024,12,max_verstappen,red_bull,2,4,Finished,18.0,1:28.952,48.0
2024,12,norris,mclaren,3,3,Finished,15.0,1:29.262,43.0
2024,12,piastri,mclaren,4,5,Finished,12.0,1:28.748,51.0
2024,12,sainz,ferrari,5,7,Finished,11.0,1:28.293,52.0
2024,12,hulkenberg,haas,6,6,Finished,8.0,1:29.836,43.0
2024,12,stroll,aston_martin,7,8,Finished,6.0,1:29.897,46.0
2024,12,alonso,aston_martin,8,10,Finished,4.0,1:29.710,47.0
2024,12,albon,williams,9,9,Finished,2.0,1:29.718,52.0
2024,12,tsunoda,rb,10,13,Finished,1.0,1:30.229,43.0
2024,12,sargeant,williams,11,12,Finished,0.0,1:29.972,42.0
2024,12,kevin_magnussen,haas,12,17,Finished,0.0,1:30.093,42.0
2024,12,ricciardo,rb,13,15,Lapped,0.0,1:30.735,47.0
2024,12,leclerc,ferrari,14,11,Lapped,0.0,1:29.748,43.0
2024,12,bottas,sauber,15,16,Lapped,0.0,1:31.277,44.0
2024,12,ocon,alpine,16,18,Lapped,0.0,1:30.875,46.0
2024,12,perez,red_bull,17,20,Lapped,0.0,1:29.707,50.0
2024,12,zhou,sauber,18,14,Lapped,0.0,1:31.014,43.0
2024,12,russell,mercedes,19,1,Retired,0.0,1:31.298,3.0
2024,12,gasly,alpine,20,19,Did not start,0.0,,
2024,13,piastri,mclaren,1,2,Finished,25.0,1:21.716,51.0
2024,13,norris,mclaren,2,1,Finished,18.0,1:21.712,50.0
2024,13,hamilton,mercedes,3,5,Finished,15.0,1:22.153,54.0
2024,13,leclerc,ferrari,4,6,Finished,12.0,1:22.182,29.0
2024,13,max_verstappen,red_bull,5,3,Finished,10.0,1:20.908,51.0
2024,13,sainz,ferrari,6,4,Finished,8.0,1:21.441,53.0
2024,13,perez,red_bull,7,16,Finished,6.0,1:21.096,49.0
2024,13,russell,mercedes,8,17,Finished,5.0,1:20.305,55.0
2024,13,tsunoda,rb,9,10,Finished,2.0,1:23.533,57.0
2024,13,stroll,aston_martin,10,8,Finished,1.0,1:22.338,48.0
2024,13,alonso,aston_martin,11,7,Finished,0.0,1:23.063,52.0
2024,13,ricciardo,rb,12,9,Lapped,0.0,1:22.640,30.0
2024,13,hulkenberg,haas,13,11,Lapped,0.0,1:23.461,54.0
2024,13,albon,williams,14,13,Lapped,0.0,1:23.930,31.0
2024,13,kevin_magnussen,haas,15,15,Lapped,0.0,1:23.553,50.0
2024,13,bottas,sauber,16,12,Lapped,0.0,1:22.792,52.0
2024,13,sargeant,williams,17,14,Lapped,0.0,1:20.561,65.0
2024,13,ocon,alpine,18,19,Lapped,0.0,1:21.610,66.0
2024,13,zhou,sauber,19,18,Lapped,0.0,1:23.487,38.0
2024,13,gasly,alpine,20,20,Retired,0.0,1:23.340,31.0
2024,14,hamilton,mercedes,1,3,Finished,25.0,1:46.653,33.0
2024,14,piastri,mclaren,2,5,Finished,18.0,1:45.840,32.0
2024,14,leclerc,ferrari,3,1,Finished,15.0,1:47.013,33.0
2024,14,max_verstappen,red_bull,4,11,Finished,12.0,1:46.128,32.0
2024,14,norris,mclaren,5,4,Finished,10.0,1:45.563,31.0
2024,14,sainz,ferrari,6,7,Finished,8.0,1:46.364,44.0
2024,14,perez,red_bull,7,2,Finished,7.0,1:44.701,44.0
2024,14,alonso,aston_martin,8,8,Finished,4.0,1:48.051,42.0
2024,14,ocon,alpine,9,9,Finished,2.0,1:46.957,43.0
2024,14,ricciardo,rb,10,13,Finished,1.0,1:47.435,37.0
2024,14,stroll,aston_martin,11,15,Finished,0.0,1:48.105,44.0
2024,14,albon,williams,12,10,Finished,0.0,1:47.996,44.0
2024,14,gasly,alpine,13,12,Finished,0.0,1:47.418,30.0
2024,14,kevin_magnussen,haas,14,17,Finished,0.0,1:47.848,44.0
2024,14,bottas,sauber,15,14,Finished,0.0,1:47.019,37.0
2024,14,tsunoda,rb,16,20,Finished,0.0,1:47.969,44.0
2024,14,sargeant,williams,17,18,Finished,0.0,1:47.490,43.0
2024,14,hulkenberg,haas,18,16,Finished,0.0,1:48.954,44.0
2024,14,zhou,sauber,19,19,Retired,0.0,1:52.099,2.0
2024,14,russell,mercedes,20,6,Disqualified,0.0,1:47.113,44.0
2024,15,norris,mclaren,1,1,Finished,26.0,1:13.817,72.0
2024,15,max_verstappen,red_bull,2,2,Finished,18.0,1:14.752,30.0
2024,15,leclerc,ferrari,3,6,Finished,15.0,1:14.585,62.0
2024,15,piastri,mclaren,4,3,Finished,12.0,1:14.237,36.0
2024,15,sainz,ferrari,5,10,Finished,10.0,1:14.117,40.0
2024,15,perez,red_bull,6,5,Finished,8.0,1:14.587,69.0
2024,15,russell,mercedes,7,4,Finished,6.0,1:13.927,57.0
2024,15,hamilton,mercedes,8,14,Finished,4.0,1:13.878,62.0
2024,15,gasly,alpine,9,9,Lapped,2.0,1:14.855,54.0
2024,15,alonso,aston_martin,10,7,Lapped,1.0,1:14.758,34.0
2024,15,hulkenberg,haas,11,12,Lapped,0.0,1:15.657,59.0
2024,15,ricciardo,rb,12,13,Lapped,0.0,1:15.222,52.0
2024,15,stroll,aston_martin,13,8,Lapped,0.0,1:15.255,51.0
2024,15,albon,williams,14,19,Lapped,0.0,1:14.434,71.0
2024,15,ocon,alpine,15,15,Lapped,0.0,1:15.390,50.0
2024,15,sargeant,williams,16,18,Lapped,0.0,1:15.539,26.0
2024,15,tsunoda,rb,17,11,Lapped,0.0,1:15.552,16.0
2024,15,kevin_magnussen,haas,18,20,Lapped,0.0,1:14.954,42.0
2024,15,bottas,sauber,19,16,Lapped,0.0,1:15.822,45.0
2024,15,zhou,sauber,20,17,Lapped,0.0,1:15.724,67.0
2024,16,leclerc,ferrari,1,4,Finished,25.0,1:23.226,33.0
2024,16,piastri,mclaren,2,2,Finished,18.0,1:21.943,53.0
2024,16,norris,mclaren,3,1,Finished,16.0,1:21.432,53.0
2024,16,sainz,ferrari,4,5,Finished,12.0,1:23.219,53.0
2024,16,hamilton,mercedes,5,6,Finished,10.0,1:21.512,53.0
2024,16,max_verstappen,red_bull,6,7,Finished,8.0,1:21.745,43.0
2024,16,russell,mercedes,7,3,Finished,6.0,1:22.036,49.0
2024,16,perez,red_bull,8,8,Finished,4.0,1:22.971,47.0
2024,16,albon,williams,9,9,Finished,2.0,1:23.918,53.0
2024,16,kevin_magnussen,haas,10,13,Finished,1.0,1:23.437,51.0
2024,16,alonso,aston_martin,11,11,Finished,0.0,1:22.944,46.0
2024,16,colapinto,williams,12,18,Finished,0.0,1:23.728,53.0
2024,16,ricciardo,rb,13,12,Finished,0.0,1:24.219,52.0
2024,16,ocon,alpine,14,15,Lapped,0.0,1:24.343,52.0
2024,16,gasly,alpine,15,14,Lapped,0.0,1:23.755,51.0
2024,16,bottas,sauber,16,19,Lapped,0.0,1:23.609,52.0
2024,16,hulkenberg,haas,17,10,Lapped,0.0,1:23.275,44.0
2024,16,zhou,sauber,18,20,Lapped,0.0,1:25.092,17.0
2024,16,stroll,aston_martin,19,17,Lapped,0.0,1:22.232,52.0
2024,16,tsunoda,rb,20,16,Retired,0.0,1:26.198,4.0
2024,17,piastri,mclaren,1,2,Finished,25.0,1:47.060,47.0
2024,17,leclerc,ferrari,2,1,Finished,18.0,1:47.067,44.0
2024,17,russell,mercedes,3,5,Finished,15.0,1:46.628,45.0
2024,17,norris,mclaren,4,15,Finished,13.0,1:45.255,42.0
2024,17,max_verstappen,red_bull,5,6,Finished,10.0,1:46.798,42.0
2024,17,alonso,aston_martin,6,7,Finished,8.0,1:47.057,48.0
2024,17,albon,williams,7,9,Finished,6.0,1:46.947,43.0
2024,17,colapinto,williams,8,8,Finished,4.0,1:47.274,44.0
2024,17,hamilton,mercedes,9,19,Finished,2.0,1:47.236,48.0
2024,17,bearman,haas,10,10,Finished,1.0,1:47.048,47.0
2024,17,hulkenberg,haas,11,12,Finished,0.0,1:47.691,42.0
2024,17,gasly,alpine,12,18,Finished,0.0,1:48.018,47.0
2024,17,ricciardo,rb,13,14,Finished,0.0,1:48.380,39.0
2024,17,zhou,sauber,14,17,Finished,0.0,1:47.644,43.0
2024,17,ocon,alpine,15,20,Lapped,0.0,1:48.831,35.0
2024,17,bottas,sauber,16,16,Lapped,0.0,1:48.418,41.0
2024,17,perez,red_bull,17,4,Finished,0.0,1:47.013,46.0
2024,17,sainz,ferrari,18,3,Finished,0.0,1:46.866,46.0
2024,17,stroll,aston_martin,19,13,Finished,0.0,1:48.148,31.0
2024,17,tsunoda,rb,20,11,Retired,0.0,1:50.887,8.0
2024,18,norris,mclaren,1,1,Finished,25.0,1:34.925,48.0
2024,18,max_verstappen,red_bull,2,2,Finished,18.0,1:35.967,59.0
2024,18,piastri,mclaren,3,5,Finished,15.0,1:35.745,48.0
2024,18,russell,mercedes,4,4,Finished,12.0,1:37.047,30.0
2024,18,leclerc,ferrari,5,9,Finished,10.0,1:35.371,46.0
2024,18,hamilton,mercedes,6,3,Finished,8.0,1:37.393,43.0
2024,18,sainz,ferrari,7,10,Finished,6.0,1:36.561,15.0
2024,18,alonso,aston_martin,8,7,Lapped,4.0,1:37.741,54.0
2024,18,hulkenberg,haas,9,6,Lapped,2.0,1:37.470,35.0
2024,18,perez,red_bull,10,13,Lapped,1.0,1:37.477,33.0
2024,18,colapinto,williams,11,12,Lapped,0.0,1:37.262,35.0
2024,18,tsunoda,rb,12,8,Lapped,0.0,1:36.393,53.0
2024,18,ocon,alpine,13,15,Lapped,0.0,1:37.964,48.0
2024,18,stroll,aston_martin,14,17,Lapped,0.0,1:37.851,36.0
2024,18,zhou,sauber,15,20,Lapped,0.0,1:37.461,47.0
2024,18,bottas,sauber,16,19,Lapped,0.0,1:37.524,46.0
2024,18,gasly,alpine,17,18,Lapped,0.0,1:36.927,46.0
2024,18,ricciardo,rb,18,16,Lapped,0.0,1:34.486,60.0
2024,18,kevin_magnussen,haas,19,14,Finished,0.0,1:37.425,52.0
2024,18,albon,williams,20,11,Retired,0.0,1:36.888,13.0
2024,19,leclerc,ferrari,1,4,Finished,25.0,1:37.834,39.0
2024,19,sainz,ferrari,2,3,Finished,18.0,1:37.763,42.0
2024,19,max_verstappen,red_bull,3,2,Finished,15.0,1:38.117,42.0
2024,19,norris,mclaren,4,1,Finished,12.0,1:37.679,55.0
2024,19,piastri,mclaren,5,5,Finished,10.0,1:37.883,42.0
2024,19,russell,mercedes,6,20,Finished,8.0,1:37.656,42.0
2024,19,perez,red_bull,7,9,Finished,6.0,1:38.514,45.0
2024,19,hulkenberg,haas,8,11,Finished,4.0,1:38.404,51.0
2024,19,lawson,rb,9,19,Finished,2.0,1:38.091,54.0
2024,19,colapinto,williams,10,15,Finished,1.0,1:37.611,46.0
2024,19,kevin_magnussen,haas,11,8,Finished,0.0,1:38.210,56.0
2024,19,gasly,alpine,12,6,Finished,0.0,1:38.311,55.0
2024,19,alonso,aston_martin,13,7,Lapped,0.0,1:39.261,52.0
2024,19,tsunoda,rb,14,10,Lapped,0.0,1:39.193,54.0
2024,19,stroll,aston_martin,15,13,Lapped,0.0,1:39.214,54.0
2024,19,albon,williams,16,14,Lapped,0.0,1:39.084,54.0
2024,19,bottas,sauber,17,16,Lapped,0.0,1:40.575,53.0
2024,19,ocon,alpine,18,12,Lapped,0.0,1:37.330,53.0
2024,19,zhou,sauber,19,18,Lapped,0.0,1:39.272,53.0
2024,19,hamilton,mercedes,20,17,Retired,0.0,,
2024,20,sainz,ferrari,1,1,Finished,25.0,1:20.137,62.0
2024,20,norris,mclaren,2,3,Finished,18.0,1:19.691,68.0
2024,20,leclerc,ferrari,3,4,Finished,16.0,1:18.336,71.0
2024,20,hamilton,mercedes,4,6,Finished,12.0,1:20.371,31.0
2024,20,russell,mercedes,5,5,Finished,10.0,1:20.731,63.0
2024,20,max_verstappen,red_bull,6,2,Finished,8.0,1:20.872,53.0
2024,20,kevin_magnussen,haas,7,7,Finished,6.0,1:20.637,61.0
2024,20,piastri,mclaren,8,17,Finished,4.0,1:20.064,65.0
2024,20,hulkenberg,haas,9,10,Lapped,2.0,1:20.748,69.0
2024,20,gasly,alpine,10,8,Lapped,1.0,1:21.274,67.0
2024,20,stroll,aston_martin,11,14,Lapped,0.0,1:21.311,55.0
2024,20,colapinto,williams,12,16,Lapped,0.0,1:20.090,50.0
2024,20,ocon,alpine,13,0,Lapped,0.0,1:20.659,70.0
2024,20,bottas,sauber,14,15,Lapped,0.0,1:21.085,57.0
2024,20,zhou,sauber,15,19,Lapped,0.0,1:21.553,56.0
2024,20,lawson,rb,16,12,Lapped,0.0,1:19.502,67.0
2024,20,perez,red_bull,17,18,Lapped,0.0,1:19.209,70.0
2024,20,alonso,aston_martin,18,13,Retired,0.0,1:22.722,7.0
2024,20,albon,williams,19,9,Retired,0.0,,
2024,20,tsunoda,rb,20,11,Retired,0.0,,
2024,21,max_verstappen,red_bull,1,17,Finished,26.0,1:20.472,67.0
2024,21,ocon,alpine,2,4,Finished,18.0,1:21.771,64.0
2024,21,gasly,alpine,3,13,Finished,15.0,1:21.645,66.0
2024,21,russell,mercedes,4,2,Finished,12.0,1:21.645,66.0
2024,21,leclerc,ferrari,5,6,Finished,10.0,1:21.631,60.0
2024,21,norris,mclaren,6,1,Finished,8.0,1:21.517,67.0
2024,21,tsunoda,rb,7,3,Finished,6.0,1:21.828,69.0
2024,21,piastri,mclaren,8,8,Finished,4.0,1:21.532,69.0
2024,21,lawson,rb,9,5,Finished,2.0,1:22.123,67.0
2024,21,hamilton,mercedes,10,14,Finished,1.0,1:22.041,69.0
2024,21,perez,red_bull,11,12,Finished,0.0,1:22.143,67.0
2024,21,bearman,haas,12,15,Finished,0.0,1:22.494,64.0
2024,21,bottas,sauber,13,11,Finished,0.0,1:22.877,67.0
2024,21,alonso,aston_martin,14,9,Finished,0.0,1:22.293,59.0
2024,21,zhou,sauber,15,19,Finished,0.0,1:23.058,65.0
2024,21,sainz,ferrari,16,20,Retired,0.0,1:24.201,19.0
2024,21,colapinto,williams,17,16,Retired,0.0,1:24.296,21.0
2024,21,albon,williams,18,7,Did not start,0.0,,
2024,21,stroll,aston_martin,19,10,Did not start,0.0,,
2024,21,hulkenberg,haas,20,18,Disqualified,0.0,,
2024,22,russell,mercedes,1,1,Finished,25.0,1:35.717,46.0
2024,22,hamilton,mercedes,2,10,Finished,18.0,1:35.480,41.0
2024,22,sainz,ferrari,3,2,Finished,15.0,1:35.875,44.0
2024,22,leclerc,ferrari,4,4,Finished,12.0,1:35.674,40.0
2024,22,max_verstappen,red_bull,5,5,Finished,10.0,1:36.248,43.0
2024,22,norris,mclaren,6,6,Finished,9.0,1:34.876,50.0
